width,depth,curvature,point_count,label
0.2367,0.0796,10.9771,14,
0.4199,0.0064,0.9883,10,
0.5211,0.0665,2.4152,66,
0.0718,0.0176,30.3513,4,
0.0085,0.0022,269.3390,13,
0.0293,0.0010,8.7335,6,
0.2490,0.0737,10.1983,14,
0.2930,0.0015,0.3259,7,
0.5280,0.0535,2.4088,65,
0.0774,0.0254,28.0808,4,
0.0100,0.0025,325.9664,13,
0.0216,0.0018,37.7956,6,
0.2401,0.0777,11.0573,14,
0.5238,0.0493,2.6015,64,
0.1135,0.0276,18.1792,4,
0.0084,0.0029,336.2171,13,
0.0301,0.0008,6.6982,6,
0.2304,0.0718,10.8319,13,
0.5225,0.0536,2.5795,63,
0.0921,0.0295,24.2823,4,
0.0086,0.0012,322.7179,13,
0.0245,0.0005,13.1396,6,
0.2425,0.0655,11.1246,14,
0.5123,0.0595,2.9848,62,
0.1031,0.0164,25.9702,4,
0.0090,0.0042,279.5963,13,
0.0371,0.0017,13.8366,6,
0.2440,0.0653,10.7526,14,
0.5220,0.0532,2.6299,62,
0.0721,0.0278,31.5472,4,
0.0093,0.0020,170.0013,13,
0.0240,0.0009,110.6562,6,
0.2236,0.0731,11.0610,13,
0.5188,0.0408,3.1331,61,
0.0119,0.0056,217.3030,13,
0.0312,0.0012,19.6748,6,
0.2406,0.0738,11.1048,14,
0.5197,0.0548,3.3675,60,
0.0086,0.0023,260.2134,13,
0.0180,0.0013,37.3333,6,
0.2386,0.0759,11.1662,14,
0.5326,0.0595,2.9271,60,
0.0888,0.0278,25.4779,4,
0.0089,0.0033,305.8466,13,
0.0172,0.0012,37.7253,6,
0.2416,0.0743,10.6942,14,
0.5198,0.0482,3.7640,58,
0.0840,0.0020,2.3790,4,
0.0857,0.0186,27.3576,4,
0.0084,0.0034,281.4934,13,
0.0254,0.0008,9.8678,6,
0.2450,0.0639,11.1147,14,
0.5433,0.0662,2.6140,58,
0.1148,0.0017,1.3255,5,
0.0084,0.0032,292.5869,13,
0.0410,0.0007,4.7200,6,
0.2640,0.0678,11.0195,14,
0.5228,0.0431,3.1252,56,
0.1910,0.0063,1.4022,8,
0.0619,0.0360,32.8633,4,
0.0093,0.0036,235.1694,13,
0.0433,0.0024,10.0052,7,
0.2423,0.0707,11.1259,14,
0.5263,0.0529,2.4866,56,
0.2798,0.0017,1.7933,11,
0.0753,0.0256,27.5080,4,
0.0087,0.0019,329.4536,13,
0.0165,0.0015,41.7716,5,
0.2439,0.0840,10.3960,14,
0.5294,0.0556,2.5371,55,
0.3211,0.0010,0.7826,12,
0.1111,0.0172,14.6178,4,
0.0083,0.0012,204.3798,13,
0.0265,0.0004,79.7763,6,
0.2194,0.0717,10.9988,13,
0.5303,0.0558,2.7528,54,
0.3782,0.0030,0.2649,14,
0.0081,0.0036,304.1494,13,
0.0255,0.0003,11.8875,6,
0.2253,0.0699,10.7964,13,
0.5219,0.0489,2.9044,53,
0.4392,0.0055,0.4240,16,
0.0692,0.0268,29.5963,4,
0.0084,0.0016,214.6315,13,
0.0313,0.0004,6.5334,6,
0.2384,0.0818,10.6138,14,
0.5132,0.0438,3.1078,52,
0.5004,0.0083,0.3488,18,
0.0098,0.0012,228.3014,13,
0.0155,0.0006,18.7720,5,
0.2392,0.0934,10.7042,14,
0.5208,0.0556,2.7008,52,
0.5303,0.0042,0.1712,19,
0.0143,0.0038,155.0228,13,
0.0482,0.0025,9.4697,7,
0.2403,0.0752,11.0296,14,
0.5189,0.0609,2.5190,52,
0.5398,0.0049,0.1434,19,
0.0087,0.0030,316.4149,13,
0.0217,0.0014,24.4984,6,
0.2307,0.0721,10.5622,13,
0.5107,0.0425,2.8525,51,
0.6010,0.0063,0.1891,21,
0.1433,0.0294,13.3617,4,
0.0082,0.0052,284.8971,13,
0.0511,0.0040,12.3827,7,
0.2294,0.0777,10.7542,13,
0.5215,0.0528,2.8547,51,
0.6349,0.0116,0.2423,22,
0.0085,0.0044,268.1474,13,
0.0286,0.0007,9.3480,6,
0.2403,0.0762,10.3897,14,
0.5013,0.0509,3.5529,50,
0.6646,0.0099,0.1808,23,
0.0137,0.0026,110.2233,13,
0.0274,0.0009,45.3528,6,
0.2410,0.0762,10.8351,14,
0.5341,0.0581,3.3256,50,
0.6588,0.0059,0.1154,23,
0.0082,0.0034,288.8606,13,
0.0248,0.0009,17.5330,6,
0.2422,0.0721,10.8904,14,
0.5214,0.0544,3.3314,49,
0.6884,0.0068,0.1256,24,
0.0086,0.0022,342.9130,13,
0.0198,0.0014,33.1494,6,
0.2425,0.0614,10.9221,14,
0.5152,0.0445,4.2258,48,
0.7283,0.0083,0.1272,25,
0.0995,0.0276,21.5926,4,
0.0090,0.0007,208.4611,13,
0.0199,0.0019,40.3059,6,
0.2286,0.0745,10.6979,13,
0.5202,0.0558,2.9406,47,
0.7216,0.0086,0.1578,24,
0.1552,0.0523,12.9120,4,
0.0100,0.0034,328.6305,12,
0.0274,0.0007,7.7025,6,
0.2519,0.0717,10.0835,14,
0.5012,0.0372,2.7484,45,
0.7453,0.0160,0.2000,25,
0.0083,0.0060,277.1426,13,
0.0503,0.0025,8.5273,7,
0.2369,0.0769,11.1235,14,
0.4945,0.0422,1.8247,44,
0.7485,0.0108,0.1557,25,
0.1572,0.0286,12.7476,4,
0.0086,0.0032,339.3621,13,
0.0293,0.0004,9.3660,6,
0.2379,0.0762,10.6847,14,
0.5198,0.0587,1.7550,44,
0.7261,0.0077,0.1500,24,
0.1662,0.0524,11.6010,4,
0.0082,0.0026,340.7983,13,
0.0226,0.0010,38.7498,6,
0.2460,0.0812,10.6051,14,
0.5201,0.0654,1.8112,44,
0.7079,0.0079,0.1683,24,
0.0089,0.0014,155.7350,13,
0.0215,0.0021,38.0710,6,
0.2429,0.0759,10.8739,14,
0.5152,0.0536,1.5518,44,
0.7201,0.0065,0.1257,24,
0.0083,0.0037,354.8602,13,
0.0183,0.0012,35.9231,5,
0.2394,0.0848,10.6742,14,
0.5373,0.0350,0.9585,46,
0.6637,0.0069,0.1342,23,
0.1672,0.0513,10.7765,4,
0.0080,0.0046,303.3635,13,
0.0208,0.0005,10.6457,6,
0.2403,0.0674,11.2319,14,
0.5789,0.0355,0.8840,49,
0.6290,0.0059,0.1410,22,
0.1552,0.0271,14.0930,4,
0.0091,0.0050,265.4231,13,
0.0453,0.0014,5.7599,7,
0.2410,0.0605,10.6175,14,
0.6100,0.0421,0.8248,51,
0.5733,0.0066,0.1670,20,
0.0086,0.0042,283.9820,14,
0.0207,0.0001,8.3194,6,
0.2439,0.0707,10.6187,14,
0.6086,0.0440,0.9141,51,
0.5782,0.0038,0.1315,20,
0.1602,0.0280,12.8375,4,
0.0089,0.0037,288.7182,12,
0.0400,0.0009,6.4736,6,
0.2389,0.0867,10.7594,14,
0.6057,0.0451,0.9508,50,
0.5996,0.0074,0.1648,21,
0.1166,0.0492,16.7209,4,
0.0082,0.0017,283.9357,13,
0.0177,0.0012,36.2575,6,
0.2430,0.0578,11.3282,14,
0.5934,0.0495,1.0148,50,
0.6013,0.0068,0.1513,21,
0.0080,0.0057,290.9755,12,
0.0288,0.0005,12.9535,7,
0.2408,0.0826,10.5060,14,
0.5923,0.0505,1.0240,50,
0.5806,0.0108,0.2545,20,
0.0081,0.0021,345.6178,13,
0.0296,0.0007,9.1853,7,
0.2528,0.0627,11.5021,14,
0.6011,0.0544,1.0253,51,
0.6068,0.0043,0.1138,21,
0.1465,0.0379,11.2000,4,
0.0084,0.0029,356.3264,13,
0.0317,0.0009,17.5391,7,
0.2581,0.0628,10.9424,14,
0.5926,0.0482,0.9769,51,
0.6005,0.0073,0.1746,21,
0.0087,0.0018,243.6873,13,
0.0190,0.0006,16.6526,6,
0.2408,0.0676,11.0562,14,
0.6098,0.0653,1.2428,52,
0.5653,0.0066,0.1738,20,
0.0076,0.0048,321.3005,12,
0.0460,0.0040,16.7994,6,
0.2405,0.0745,10.2493,14,
0.6650,0.1059,1.6788,54,
0.5634,0.0028,0.1249,20,
0.0096,0.0016,255.0594,13,
0.0255,0.0008,11.5194,6,
0.2262,0.0740,10.8585,13,
0.7133,0.1239,1.8546,56,
0.5340,0.0019,0.6138,19,
0.1503,0.0294,11.4827,4,
0.0098,0.0059,267.7255,13,
0.0323,0.0013,9.9103,6,
0.2407,0.0821,10.7927,14,
0.6967,0.1250,2.0615,57,
0.4907,0.0023,0.1130,18,
0.0107,0.0019,170.6275,13,
0.0245,0.0009,15.4010,6,
0.2403,0.0718,10.7701,14,
0.1233,0.0093,18.5046,9,
0.4902,0.0746,2.1959,48,
0.4659,0.0066,0.2884,17,
0.1314,0.0285,13.9705,4,
0.0106,0.0054,245.2018,13,
0.0282,0.0007,89.8734,6,
0.2391,0.0779,10.8606,14,
0.1052,0.0279,16.0415,9,
0.4746,0.0635,1.8630,48,
0.3807,0.0026,0.5186,14,
0.1073,0.0350,17.3211,4,
0.0082,0.0012,261.6715,13,
0.0217,0.0014,33.8393,6,
0.2210,0.0707,11.1477,13,
0.1034,0.0297,16.9236,9,
0.4803,0.0784,2.3902,48,
0.3483,0.0016,0.5011,13,
0.0092,0.0051,295.9316,13,
0.0255,0.0017,23.5060,6,
0.2368,0.0813,11.0606,14,
0.1033,0.0257,15.8350,9,
0.4766,0.0808,2.5030,47,
0.3464,0.0053,0.6729,13,
0.0084,0.0009,266.3283,13,
0.0218,0.0020,40.8493,6,
0.2479,0.0637,10.5936,14,
0.0924,0.0206,15.9516,8,
0.4676,0.0604,2.1482,46,
0.3449,0.0053,0.6828,13,
0.0085,0.0055,286.8092,12,
0.0189,0.0004,12.6091,6,
0.2402,0.0786,10.7001,14,
0.1136,0.0100,26.3829,9,
0.4820,0.0661,2.1410,45,
0.3406,0.0139,1.2094,13,
0.0083,0.0035,305.8019,13,
0.0366,0.0020,12.4820,7,
0.2377,0.0814,10.8056,14,
0.6966,0.1194,2.3188,58,
0.3501,0.0024,2.4104,13,
0.0112,0.0035,240.2928,13,
0.0207,0.0003,8.3098,6,
0.2422,0.0722,10.7995,14,
0.6879,0.1060,2.0041,57,
0.3507,0.0055,0.6298,13,
0.0083,0.0041,319.9313,13,
0.0391,0.0012,6.7916,6,
0.2516,0.0704,10.2517,14,
0.6842,0.0910,1.8036,56,
0.3543,0.0049,0.4193,13,
0.1821,0.0521,9.7690,4,
0.0082,0.0044,315.1324,13,
0.0205,0.0012,43.7079,6,
0.2462,0.0638,10.9939,14,
0.6881,0.0990,1.6751,57,
0.3470,0.0026,0.3218,13,
0.0092,0.0020,284.3002,13,
0.0189,0.0017,40.9719,6,
0.2412,0.0773,10.6480,14,
0.6854,0.0781,1.4136,58,
0.3743,0.0056,0.4718,14,
0.0118,0.0031,151.1954,13,
0.0217,0.0009,19.7244,6,
0.2417,0.0725,10.8440,14,
0.6668,0.0550,1.2796,59,
0.3477,0.0019,0.3586,13,
0.0088,0.0039,247.0438,12,
0.0304,0.0007,9.3408,6,
0.2403,0.0822,10.6624,14,
0.6814,0.0570,1.1106,61,
0.3159,0.0028,0.2640,12,
0.0097,0.0033,249.4470,13,
0.0235,0.0007,16.1253,6,
0.2270,0.0699,10.8329,13,
0.6598,0.0738,1.4388,62,
0.3167,0.0034,0.3966,12,
0.0082,0.0052,289.3828,13,
0.0217,0.0014,24.3395,6,
0.2221,0.0735,11.1274,13,
0.6863,0.0859,1.4357,65,
0.2607,0.0016,0.3350,10,
0.0112,0.0050,232.6874,13,
0.0443,0.0022,9.4139,7,
0.2486,0.0639,10.1053,14,
0.6737,0.0932,1.5901,66,
0.2281,0.0018,0.3477,9,
0.0088,0.0019,311.7548,13,
0.0193,0.0007,17.4174,5,
0.2410,0.0778,11.0468,14,
0.6720,0.1021,1.7247,67,
0.2021,0.0021,0.5018,8,
0.1549,0.0378,10.2200,4,
0.0095,0.0024,277.1034,12,
0.0297,0.0015,26.4686,7,
0.2455,0.0749,10.7891,14,
0.6628,0.0798,1.4972,66,
0.2295,0.0043,2.2049,9,
0.1650,0.0286,11.3371,4,
0.0100,0.0055,249.0377,13,
0.0390,0.0022,12.4562,6,
0.2239,0.0722,11.1003,13,
0.6489,0.0647,1.3710,67,
0.2326,0.0028,1.0181,9,
0.0113,0.0038,171.1947,13,
0.0274,0.0004,56.0406,6,
0.2262,0.0728,10.8112,13,
0.6655,0.0707,1.3390,67,
0.2510,0.0091,1.4840,10,
0.0089,0.0013,219.1977,13,
0.0502,0.0028,9.3189,7,
0.2390,0.0890,10.5988,14,
0.6357,0.0663,1.3615,65,
0.2913,0.0024,0.3597,11,
0.1692,0.0528,10.9567,4,
0.0087,0.0031,314.6753,13,
0.0246,0.0012,16.0910,6,
0.2283,0.0747,10.7695,13,
0.6066,0.0671,1.4358,62,
0.2897,0.0018,0.8813,11,
0.1193,0.0356,17.8989,4,
0.0115,0.0061,221.1471,13,
0.0322,0.0004,8.8469,6,
0.2398,0.0687,11.0061,14,
0.5676,0.0574,1.4354,59,
0.3495,0.0055,0.5379,13,
0.1091,0.0325,17.4301,4,
0.0082,0.0018,245.6698,12,
0.0326,0.0009,12.3558,7,
0.2372,0.0676,10.7059,14,
0.5774,0.0642,1.4491,59,
0.3487,0.0030,0.3101,13,
0.0139,0.0038,228.3787,13,
0.0196,0.0015,56.9032,6,
0.2289,0.0695,10.8502,13,
0.5896,0.0678,1.4435,59,
0.3457,0.0024,0.1511,13,
0.1324,0.0275,13.4982,4,
0.0112,0.0048,227.4296,13,
0.0473,0.0027,9.7596,7,
0.2433,0.0629,10.9830,14,
0.5744,0.0595,1.3715,58,
0.3795,0.0015,0.1738,14,
0.0086,0.0022,206.4002,13,
0.0452,0.0012,5.1497,7,
0.2440,0.0716,10.8409,14,
0.5646,0.0667,1.5598,57,
0.4372,0.0036,0.1838,16,
0.1701,0.0503,10.3281,4,
0.0085,0.0049,286.7943,13,
0.0204,0.0011,28.6228,6,
0.2416,0.0796,10.7653,14,
0.5722,0.0612,1.4550,56,
0.4384,0.0073,0.4570,16,
0.1532,0.0282,11.4246,4,
0.0075,0.0028,333.9564,12,
0.0317,0.0014,10.3371,7,
0.2463,0.0651,10.6924,14,
0.5652,0.0715,1.6698,56,
0.4673,0.0088,0.5055,17,
0.0091,0.0017,317.3184,13,
0.0283,0.0009,8.8472,6,
0.2406,0.0826,10.5663,14,
0.5607,0.0707,1.6528,55,
0.4691,0.0057,0.3045,17,
0.1463,0.0515,13.4557,4,
0.0089,0.0053,303.7627,13,
0.0482,0.0017,6.0149,7,
0.2459,0.0718,11.0826,14,
0.5725,0.0721,1.6086,55,
0.4386,0.0020,0.1484,16,
0.1483,0.0268,11.9098,4,
0.0117,0.0019,99.9511,13,
0.0282,0.0008,7.8047,6,
0.2433,0.0726,10.6426,14,
0.5622,0.0728,1.6179,54,
0.4385,0.0038,0.2083,16,
0.1356,0.0376,12.5490,4,
0.0072,0.0056,308.4246,12,
0.0245,0.0006,14.6098,6,
0.2458,0.0556,10.8819,14,
0.5651,0.0813,1.7754,54,
0.4403,0.0018,1.8591,16,
0.0090,0.0032,315.0149,13,
0.0213,0.0010,24.6431,6,
0.2471,0.0703,10.1763,14,
0.5781,0.0835,1.7343,54,
0.4385,0.0016,0.3028,16,
0.0176,0.0043,106.8241,13,
0.0198,0.0008,15.0580,6,
0.2462,0.0728,10.7594,14,
0.5656,0.0823,1.7117,53,
0.4402,0.0031,0.1679,16,
0.1691,0.0529,11.5604,4,
0.0096,0.0050,244.7484,12,
0.0581,0.0047,12.2699,7,
0.2414,0.0755,10.9883,14,
0.5512,0.0686,1.6562,53,
0.4623,0.0078,0.4522,17,
0.1117,0.0261,20.5307,4,
0.0093,0.0034,242.5291,13,
0.0221,0.0004,13.7603,5,
0.2290,0.0755,10.6658,13,
0.5550,0.0740,1.7218,53,
0.4369,0.0036,0.2571,16,
0.0075,0.0026,354.3597,12,
0.0482,0.0027,10.6616,7,
0.2430,0.0582,10.6487,14,
0.5813,0.0840,1.6938,54,
0.4409,0.0018,0.3401,16,
0.0093,0.0044,255.9764,13,
0.0550,0.0020,5.6730,7,
0.2445,0.0723,10.6835,14,
0.5763,0.0865,1.7304,54,
0.4376,0.0021,0.1410,16,
0.0090,0.0030,291.0227,13,
0.0255,0.0008,11.0419,6,
0.2420,0.0799,10.8193,14,
0.5573,0.0648,1.5853,53,
0.4358,0.0060,0.3640,16,
0.0998,0.0255,21.5476,4,
0.0089,0.0016,271.9574,13,
0.0246,0.0006,10.0080,6,
0.2440,0.0705,10.1259,14,
0.5669,0.0752,1.6405,54,
0.4401,0.0052,0.5753,16,
0.0104,0.0024,249.3711,13,
0.0214,0.0012,24.2644,6,
0.2411,0.0770,10.8235,14,
0.5717,0.0763,1.6605,54,
0.4408,0.0032,3.4952,16,
0.0890,0.0248,25.3861,4,
0.0086,0.0034,343.5419,13,
0.0217,0.0003,5.2675,6,
0.2524,0.0580,10.6140,14,
0.5659,0.0666,1.5185,53,
0.4587,0.0083,0.4245,17,
0.0093,0.0023,290.2201,12,
0.0322,0.0013,18.3368,6,
0.2482,0.0794,10.7458,14,
0.5758,0.0876,1.7671,54,
0.4408,0.0017,0.1264,16,
0.0078,0.0051,316.6013,12,
0.0198,0.0012,101.5648,6,
0.2272,0.0770,10.7798,13,
0.5572,0.0793,1.7425,53,
0.4373,0.0032,0.1537,16,
0.0774,0.0249,26.3872,4,
0.0081,0.0047,294.7150,13,
0.0225,0.0013,21.8756,6,
0.2429,0.0776,10.6045,14,
0.5638,0.0667,1.5051,53,
0.4400,0.0074,0.4057,16,
0.0082,0.0026,258.7305,13,
0.0493,0.0021,7.6523,7,
0.2391,0.0690,10.9549,14,
0.5752,0.0787,1.6819,54,
0.4380,0.0020,0.3799,16,
0.0791,0.0228,27.1293,4,
0.0088,0.0035,340.6111,13,
0.0216,0.0018,36.6022,6,
0.2403,0.0667,10.8806,14,
0.5609,0.0633,1.4941,53,
0.4334,0.0087,0.4002,16,
0.0090,0.0038,328.1483,13,
0.0180,0.0006,14.8283,6,
0.2268,0.0755,10.8112,13,
0.5530,0.0704,1.6388,53,
0.4362,0.0046,0.6342,16,
0.1394,0.0548,15.4593,4,
0.0088,0.0019,356.6772,12,
0.0355,0.0013,8.3054,7,
0.2424,0.0770,10.8033,14,
0.5713,0.0633,1.4562,54,
0.4384,0.0017,0.1413,16,
0.0118,0.0050,175.2626,14,
0.0337,0.0025,17.8594,7,
0.2444,0.0589,10.2958,14,
0.5410,0.0455,1.3816,53,
0.4402,0.0072,0.4870,16,
0.0807,0.0302,24.9324,4,
0.0076,0.0012,363.7421,12,
0.0187,0.0006,14.7432,6,
0.2522,0.0648,10.6435,14,
0.5597,0.0626,4.0545,55,
0.4010,0.0025,0.1406,15,
0.1433,0.0322,12.5842,4,
0.0083,0.0035,281.1007,13,
0.0274,0.0009,17.1169,6,
0.2512,0.0733,10.1089,14,
0.5703,0.0500,2.4984,56,
0.3790,0.0031,0.2647,14,
0.1424,0.0257,16.1535,4,
0.0086,0.0049,275.0765,13,
0.0283,0.0004,51.1814,6,
0.2388,0.0803,10.7672,14,
0.5730,0.1326,3.1211,52,
0.3178,0.0052,0.6642,12,
0.1090,0.0115,8.8500,4,
0.0082,0.0059,291.2499,13,
0.0227,0.0022,34.8521,6,
0.2243,0.0743,10.9125,13,
0.1060,0.0421,29.1575,70,
0.1131,0.0038,2.3271,5,
0.0710,0.0367,28.8989,4,
0.0081,0.0026,273.3406,13,
0.0231,0.0015,62.6573,7,
0.2419,0.0693,11.1419,14,
0.2214,0.0120,3.8889,17,
0.0809,0.0149,26.3563,55,
0.1103,0.0114,24.8895,4,
0.0076,0.0039,305.9422,12,
0.0274,0.0007,25.7218,6,
0.2408,0.0766,10.6151,14,
0.1589,0.0559,17.0685,97,
0.0659,0.0079,14.1909,8,
0.0858,0.0239,24.0438,4,
0.0351,0.0013,13.2648,6,
0.2382,0.0811,10.8345,14,
0.1201,0.0577,18.6410,110,
0.0773,0.0297,26.1393,4,
0.0208,0.0015,26.4649,6,
0.2471,0.0623,10.2440,14,
0.1104,0.0833,20.7481,113,
0.0697,0.0222,28.5969,4,
0.0234,0.0006,15.5482,6,
0.2171,0.0741,11.4456,13,
0.1125,0.0869,21.2246,114,
0.0824,0.0295,26.7737,4,
0.0207,0.0018,33.6408,6,
0.2373,0.0793,10.7451,14,
0.1091,0.0823,21.4578,115,
0.0812,0.0259,27.3365,4,
0.0284,0.0015,16.3610,6,
0.2203,0.0732,11.1786,13,
0.1106,0.0847,20.8478,115,
0.0862,0.0275,24.9969,4,
0.0208,0.0021,37.3026,6,
0.2628,0.0666,11.0015,14,
0.1208,0.0911,20.0955,117,
0.0192,0.0016,35.3167,5,
0.2384,0.0721,11.3337,14,
0.1155,0.0597,19.5092,114,
0.0283,0.0012,11.6983,6,
0.1421,0.0979,18.1588,108,
0.2294,0.0743,10.7500,13,
0.1216,0.0525,17.2574,4,
0.0207,0.0001,8.3194,6,
0.2390,0.0816,10.8752,14,
0.5804,0.1281,3.0405,56,
0.3782,0.0019,0.2127,14,
0.1403,0.0540,14.7218,4,
0.0091,0.0046,330.3187,13,
0.0531,0.0027,7.9918,7,
0.2389,0.0808,10.9819,14,
0.5588,0.0854,5.9231,55,
0.4092,0.0029,1.7411,15,
0.0083,0.0038,265.1284,13,
0.0371,0.0015,13.0502,6,
0.2427,0.0652,10.6228,14,
0.5411,0.0689,1.9885,54,
0.4367,0.0044,0.2235,16,
0.0699,0.0235,29.4028,4,
0.0102,0.0034,241.2327,13,
0.0256,0.0017,21.8433,6,
0.2456,0.0630,10.7574,14,
0.5558,0.0699,1.6368,54,
0.4398,0.0030,0.4205,16,
0.1146,0.0267,18.8217,4,
0.0104,0.0014,259.2379,13,
0.0274,0.0008,23.2047,6,
0.2294,0.0765,10.8358,13,
0.5513,0.0717,1.6637,54,
0.4378,0.0042,0.2178,16,
0.0121,0.0040,164.1039,13,
0.0264,0.0009,9.7757,6,
0.2390,0.0714,11.1741,14,
0.5616,0.0746,1.6872,54,
0.4167,0.0020,0.4016,15,
0.1255,0.0273,16.7676,4,
0.0084,0.0023,369.2902,13,
0.0293,0.0007,27.7705,6,
0.1805,0.0277,13.9397,4,
0.2396,0.0714,11.0159,14,
0.5577,0.0850,1.8433,54,
0.4385,0.0020,0.1171,16,
0.0083,0.0016,374.8440,13,
0.0282,0.0008,7.6588,6,
0.2309,0.0702,10.5950,13,
0.5438,0.0713,1.7304,53,
0.4408,0.0018,0.2308,16,
0.0086,0.0031,302.9478,13,
0.0273,0.0006,8.4175,6,
0.2443,0.0715,10.8945,14,
0.5435,0.0645,1.5855,53,
0.4365,0.0045,0.2365,16,
0.0117,0.0055,260.0619,13,
0.0362,0.0015,10.2344,6,
0.2400,0.0717,10.8342,14,
0.5515,0.0794,1.8198,54,
0.4385,0.0018,2.8857,16,
0.0087,0.0035,266.8999,13,
0.0283,0.0006,8.9475,6,
0.2390,0.0813,10.8003,14,
0.5586,0.0811,1.7671,54,
0.4389,0.0036,0.1910,16,
0.1632,0.0504,11.0958,4,
0.0083,0.0026,346.7838,13,
0.0351,0.0013,10.5678,6,
0.2281,0.0780,10.8127,13,
0.5389,0.0670,1.6893,53,
0.4365,0.0063,0.5715,16,
0.0082,0.0032,308.5239,13,
0.0274,0.0012,37.8844,6,
0.2283,0.0679,10.5706,13,
0.5399,0.0610,1.5545,53,
0.4314,0.0191,1.1729,16,
0.0084,0.0020,234.3396,12,
0.0413,0.0013,5.8197,7,
0.2410,0.0804,10.5991,14,
0.5642,0.0729,1.5995,54,
0.4393,0.0030,0.3137,16,
0.0803,0.0258,26.7112,4,
0.0088,0.0037,309.4912,13,
0.0292,0.0004,6.2342,6,
0.2411,0.0642,10.7619,14,
0.5570,0.0836,1.8476,54,
0.4349,0.0031,0.2322,16,
0.0822,0.0226,24.5842,4,
0.0080,0.0057,292.7699,12,
0.0332,0.0017,12.3207,6,
0.2398,0.0773,10.9491,14,
0.5607,0.0838,1.8547,54,
0.4373,0.0020,0.2423,16,
0.0829,0.0313,24.1298,4,
0.0119,0.0041,162.4709,13,
0.0217,0.0019,38.3261,6,
0.2427,0.0695,10.6545,14,
0.5621,0.1268,4.8086,60,
0.4391,0.0031,0.2800,16,
0.0115,0.0028,197.5950,13,
0.0274,0.0004,41.8352,6,
0.2408,0.0693,10.8475,14,
0.6196,0.0606,3.0650,64,
0.4430,0.0043,0.1718,16,
0.1544,0.0556,13.2769,4,
0.0115,0.0055,223.4576,13,
0.0433,0.0031,13.5349,7,
0.2388,0.0869,10.7758,14,
0.6375,0.0729,2.4926,67,
0.4661,0.0074,0.3988,17,
0.0088,0.0047,307.4728,13,
0.0218,0.0015,34.1113,6,
0.2406,0.0812,10.7294,14,
0.6448,0.0846,2.4635,68,
0.4678,0.0031,0.2222,17,
0.0082,0.0021,349.3383,13,
0.0236,0.0007,9.4189,6,
0.2319,0.0695,10.5968,13,
0.6622,0.0749,2.6052,69,
0.4416,0.0019,0.2785,16,
0.0104,0.0027,207.0747,13,
0.0285,0.0017,17.3353,6,
0.2601,0.0500,10.3894,14,
0.6541,0.0706,2.7591,68,
0.4359,0.0021,0.9800,16,
0.0084,0.0032,307.7773,13,
0.0198,0.0008,15.0223,6,
0.2595,0.0535,10.5885,14,
0.6287,0.0923,2.5009,67,
0.4668,0.0052,0.3536,17,
0.0083,0.0038,271.3341,13,
0.0197,0.0008,15.2823,6,
0.2214,0.0681,11.2366,13,
0.6642,0.0752,2.5846,69,
0.4398,0.0018,0.3000,16,
0.0099,0.0025,289.0417,13,
0.0198,0.0018,37.3631,6,
0.2246,0.0769,10.9178,13,
0.6486,0.0816,2.5715,69,
0.4408,0.0018,0.7607,16,
0.0079,0.0044,332.8804,13,
0.0214,0.0015,36.0624,6,
0.2185,0.0751,11.2911,13,
0.6478,0.0801,2.5718,69,
0.4371,0.0021,0.5018,16,
0.0078,0.0060,295.8912,13,
0.0232,0.0005,18.8605,7,
0.2416,0.0806,10.6974,14,
0.6465,0.0856,2.7131,69,
0.4399,0.0021,0.2257,16,
0.1453,0.0278,13.0467,4,
0.0083,0.0025,344.5780,13,
0.0217,0.0015,27.8783,6,
0.2448,0.0677,10.8574,14,
0.6263,0.0905,2.5594,68,
0.4678,0.0100,0.4301,17,
0.1671,0.0277,13.6038,4,
0.0078,0.0047,317.9344,12,
0.0173,0.0004,65.7834,6,
0.2307,0.0781,10.3448,13,
0.6590,0.0767,2.5392,70,
0.4400,0.0018,0.2079,16,
0.0157,0.0061,148.7995,13,
0.0255,0.0005,64.5358,6,
0.2216,0.0743,11.1491,13,
0.6412,0.0838,2.4168,70,
0.4373,0.0132,0.7940,16,
0.0083,0.0049,304.5223,13,
0.0257,0.0007,13.7238,6,
0.2247,0.0708,10.9052,13,
0.6701,0.0655,2.5731,72,
0.4090,0.0018,0.1681,15,
0.0081,0.0021,353.1910,13,
0.0217,0.0003,5.9858,6,
0.2458,0.0741,10.5127,14,
0.6321,0.0842,3.4224,66,
0.3814,0.0022,0.1367,14,
0.0091,0.0032,310.6884,13,
0.0161,0.0015,68.2845,6,
0.2390,0.0786,11.2614,14,
0.4568,0.0547,5.5915,52,
0.3790,0.0016,0.1464,14,
0.1681,0.0283,9.3200,4,
0.0077,0.0022,252.1084,12,
0.0236,0.0015,21.9768,6,
0.2404,0.0765,10.5334,14,
0.5620,0.0347,1.2404,64,
0.3471,0.0018,0.1976,13,
0.0091,0.0038,233.9065,13,
0.0264,0.0006,7.6407,6,
0.2467,0.0786,10.5350,14,
0.5607,0.0499,2.5354,65,
0.2595,0.0039,0.4405,10,
0.0079,0.0018,364.7399,12,
0.0322,0.0013,9.5887,6,
0.2454,0.0523,10.5902,14,
0.5543,0.0484,4.8274,67,
0.2004,0.0029,1.7651,8,
0.0122,0.0020,246.2214,13,
